"district","county","subcounty","parish","year","school_name","ownership","gender","grade","value","location_code","facility_id"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division 1","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division 1","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division 2","11.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division 2","14.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division 3","7.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division 3","5.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division 4","1.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division 4","3.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division U","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division U","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Male","Division X","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Female","Division X","0.0","D02S12P03","kiina-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division 1","2.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division 1","0.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division 2","25.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division 2","27.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division 3","2.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division 3","12.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division 4","4.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division 4","4.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division U","2.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division U","2.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Male","Division X","0.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Female","Division X","0.0","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division 1","0.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division 1","0.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division 2","13.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division 2","13.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division 3","6.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division 3","5.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division 4","2.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division 4","4.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division U","0.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division U","1.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Male","Division X","0.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Female","Division X","0.0","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division 2","3.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division 2","5.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division 3","5.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division 3","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division 4","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division 4","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division U","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division U","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Male","Division X","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Female","Division X","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division 1","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division 1","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division 2","5.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division 2","3.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division 3","3.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division 3","7.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division 4","2.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division 4","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division U","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division U","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Male","Division X","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Female","Division X","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division 1","1.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division 1","0.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division 2","16.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division 2","22.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division 3","4.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division 3","7.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division 4","2.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division 4","5.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division U","5.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division U","1.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Male","Division X","0.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Female","Division X","1.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division 1","1.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division 1","1.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division 2","14.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division 2","20.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division 3","8.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division 3","9.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division 4","3.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division 4","8.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division U","2.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division U","1.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Male","Division X","0.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Female","Division X","1.0","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division 1","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division 1","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division 2","4.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division 2","4.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division 3","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division 3","3.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division 4","2.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division 4","2.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division U","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division U","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Male","Division X","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Female","Division X","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2020","Kijunjubwa Primary School","Government","Male","Division 1","3.0","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2020","Kijunjubwa Primary School","Government","Female","Division 1","2.0","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2020","Kijunjubwa Primary School","Government","Male","Division 2","28.0","D02S23P01","kijunjubwa-primary-school_masindi"
